method,origin,train_end,target_index,status,error_message,fit_seconds,predict_seconds,mse_t,mae_t,sarma_branch_actual,sarma_initial_lmbd,sarma_initial_eta,sarma_profile_loss,sarma_profile_candidate_index,sarma_profile_candidate_count,sarma_final_lmbd,sarma_final_eta,sarma_loss,sarma_iter_no,sarma_converged,sarma_theta_diff,sarma_loss_diff
SARMA_MLE,50,787,50,ok,,0.6334275419940241,0.00026895798509940505,0.06608506319823752,0.21512032536501555,LS,[0.85],[],3.20951902287615,12.0,12.0,[0.7969545961286827],[],4.896683457153489,21.0,True,3.226717261162193e-07,1.367632597757996e-13
SARMA_LS,51,788,51,ok,,0.5511146659846418,0.00033129198709502816,0.25281764621947594,0.3912715146877456,MLE,[0.85],[],3.2058455309652807,12.0,12.0,[0.8238403989916689],[],3.20416529300815,21.0,True,4.308251877471747e-08,2.613947508294535e-13
SARMA_MLE,51,788,51,ok,,0.5511146659846418,0.00028024998027831316,0.2587256251468395,0.3976414436844578,LS,[0.85],[],3.2058455309652807,12.0,12.0,[0.795449862540621],[],4.894771944285732,22.0,True,2.338744478858068e-06,3.7099636125489473e-11
SARMA_LS,52,789,52,ok,,0.523437624971848,0.00030529097421094775,0.30820648451075555,0.44041736311791085,MLE,[0.85],[],3.2077669475469213,12.0,12.0,[0.8219802849218206],[],3.2058204097338607,21.0,True,4.34508502511477e-08,2.6569262464402375e-13
SARMA_MLE,52,789,52,ok,,0.523437624971848,0.00027116702403873205,0.31175400950619764,0.4421921370648539,LS,[0.85],[],3.2077669475469213,12.0,12.0,[0.7934059950091528],[],4.89724775919314,21.0,True,0.0,0.0
SARMA_LS,53,790,53,ok,,0.6396896250080317,0.00030283303931355476,0.2556517434383453,0.36160681138077977,MLE,[0.85],[],3.2064220922299165,12.0,12.0,[0.8245877447987309],[],3.204815309545959,21.0,True,9.875496610467493e-07,4.361192140690967e-12
SARMA_MLE,53,790,53,ok,,0.6396896250080317,0.0002630419912748039,0.2557679288041791,0.35952124629487886,LS,[0.85],[],3.2064220922299165,12.0,12.0,[0.7949418246277835],[],4.89614729457189,22.0,True,2.3285860031307948e-06,3.6789717496664754e-11
SARMA_LS,54,791,54,ok,,0.501135999977123,0.0003142910427413881,0.2834900016466404,0.43153824931015733,MLE,[0.85],[],3.202442032249973,12.0,12.0,[0.8270184286861756],[],3.201102596808704,21.0,True,6.007722952450223e-08,2.696911855051968e-13
SARMA_MLE,54,791,54,ok,,0.501135999977123,0.0002703749923966825,0.2814762038576028,0.4305985735847684,LS,[0.85],[],3.202442032249973,12.0,12.0,[0.7965920703737068],[],4.892991616094531,22.0,True,2.2604219375166323e-06,3.541029120407301e-11
SARMA_LS,55,792,55,ok,,0.6504536250140518,0.00031941599445417523,0.04746463584949084,0.1899285785360411,MLE,[0.85],[],3.2070862800404294,12.0,12.0,[0.8240346705520105],[],3.205382771604535,21.0,True,7.331231057783327e-07,2.402782229896853e-12
SARMA_MLE,55,792,55,ok,,0.6504536250140518,0.00026516697835177183,0.049662601242487704,0.19461109951726108,LS,[0.85],[],3.2070862800404294,12.0,12.0,[0.7965886266345604],[],4.894723807059432,22.0,True,2.259241486446406e-06,3.531973369074953e-11
SARMA_LS,56,793,56,ok,,0.5236724579590373,0.0003143750363960862,0.18457620679739153,0.3628761805569051,MLE,[0.85],[],3.204450829473198,12.0,12.0,[0.8250750589945571],[],3.202914814134501,21.0,True,4.350565045996291e-07,3.0275950255898275e-12
SARMA_MLE,56,793,56,ok,,0.5236724579590373,0.00026424997486174107,0.18931189209243252,0.36794738105672775,LS,[0.85],[],3.204450829473198,12.0,12.0,[0.7960954811109874],[],4.894423142990828,22.0,True,2.0596145120510556e-06,2.9154915285805996e-11
SARMA_LS,57,794,57,ok,,0.5280618329998106,0.00030866602901369333,0.2888763406511386,0.46592143619900006,MLE,[0.85],[],3.1993446916093675,12.0,12.0,[0.8241809118363181],[],3.1976824739155267,21.0,True,5.782688060618213e-07,5.319598776040606e-12
SARMA_MLE,57,794,57,ok,,0.5280618329998106,0.0002641670289449394,0.290186346250786,0.46679275903725387,LS,[0.85],[],3.1993446916093675,12.0,12.0,[0.795649409297696],[],4.893608840482825,22.0,True,2.1909249854346058e-06,3.2690076429639424e-11
SARMA_LS,58,795,58,ok,,0.5250309580005705,0.00030812498880550265,0.06987218718258434,0.223251587209641,MLE,[0.85],[],3.202115552511686,12.0,12.0,[0.8209320993718139],[],3.2000247869004452,21.0,True,1.0019757223922454e-07,2.7033712800971296e-13
SARMA_MLE,58,795,58,ok,,0.5250309580005705,0.00026166700990870595,0.06865086423797864,0.21985171153353877,LS,[0.85],[],3.202115552511686,12.0,12.0,[0.792838581752621],[],4.896285304960099,22.0,True,1.856615558182284e-06,2.2909527414972506e-11
SARMA_LS,59,796,59,ok,,0.5220187089871615,0.00030504202004522085,0.13659890844653527,0.2846720602032213,MLE,[0.85],[],3.198247903378986,12.0,12.0,[0.8228340071304837],[],3.1964111020195602,21.0,True,4.259974506481967e-08,2.5647152345126136e-13
SARMA_MLE,59,796,59,ok,,0.5220187089871615,0.00026066694408655167,0.14223735930870787,0.290040786194733,LS,[0.85],[],3.198247903378986,12.0,12.0,[0.7945451654404662],[],4.892455007377621,22.0,True,2.080315731567417e-06,2.9097476823326227e-11
